"Id";"label";"Type"
40;"02/07/1909 (BS)";"evenement"
40;"02/07/1909 (BS)";"evenement"
120;"29/11/1911 (BS)";"evenement"
94;"24/10/1910 (GUILDHALL)";"evenement"
120;"29/11/1911 (BS)";"evenement"
133;"04/03/1912 (WLDN)";"evenement"
11;"14/02/1907 (WM)";"evenement"
163;"28/06/1912 (BS)";"evenement"
20;"31/01/1908 (WM)";"evenement"
94;"24/10/1910 (GUILDHALL)";"evenement"
29;"26/10/1908 (MARLBORO)";"evenement"
40;"02/07/1909 (BS)";"evenement"
40;"02/07/1909 (BS)";"evenement"
11;"14/02/1907 (WM)";"evenement"
350;"15/05/1914 (WM)";"evenement"
101;"05/12/1910 (BS)";"evenement"
147;"11/03/1912 (BS)";"evenement"
8;"14/12/1906 (WM)";"evenement"
37;"31/03/1909 (BS)";"evenement"
192;"28/01/1913 (BS)";"evenement"
96;"22/11/1910 (BS)";"evenement"
94;"24/10/1910 (GUILDHALL)";"evenement"
10;"14/02/1907 (BS)";"evenement"
118;"27/11/1911 (BS)";"evenement"
11;"14/02/1907 (WM)";"evenement"
192;"28/01/1913 (BS)";"evenement"
10;"14/02/1907 (BS)";"evenement"
11;"14/02/1907 (WM)";"evenement"
108;"26/06/1911 (BS)";"evenement"
324;"23/02/1914 (WM)";"evenement"
3;"04/07/1906 (MARYLE)";"evenement"
20;"31/01/1908 (WM)";"evenement"
20;"31/01/1908 (WM)";"evenement"
11;"14/02/1907 (WM)";"evenement"
145;"07/03/1912 (WLDN)";"evenement"
40;"02/07/1909 (BS)";"evenement"
94;"24/10/1910 (GUILDHALL)";"evenement"
192;"28/01/1913 (BS)";"evenement"
36;"26/02/1909 (BS)";"evenement"
117;"24/11/1911 (BS)";"evenement"
287;"09/08/1913 (BS)";"evenement"
11;"14/02/1907 (WM)";"evenement"
94;"24/10/1910 (GUILDHALL)";"evenement"
338;"27/03/1914 (BS)";"evenement"
145;"07/03/1912 (WLDN)";"evenement"
11;"14/02/1907 (WM)";"evenement"
140;"05/03/1912 (WM)";"evenement"
144;"07/03/1912 (MARLBORO)";"evenement"
353;"22/05/1914 (MARLBORO)";"evenement"
381;"07/07/1914 (CCC)";"evenement"
278;"28/07/1913 (BROMLEY)";"evenement"
148;"12/03/1912 (BS)";"evenement"
40;"02/07/1909 (BS)";"evenement"
11;"14/02/1907 (WM)";"evenement"
11;"14/02/1907 (WM)";"evenement"
40;"02/07/1909 (BS)";"evenement"
145;"07/03/1912 (WLDN)";"evenement"
94;"24/10/1910 (GUILDHALL)";"evenement"
253;"08/06/1913 (EPSOM)";"evenement"
7;"13/12/1906 (BS)";"evenement"
272;"18/07/1913 (BS)";"evenement"
40;"02/07/1909 (BS)";"evenement"
40;"02/07/1909 (BS)";"evenement"
40;"02/07/1909 (BS)";"evenement"
306;"17/11/1913 (BS)";"evenement"
94;"24/10/1910 (GUILDHALL)";"evenement"
327;"28/02/1914 (OLDST)";"evenement"
113;"21/11/1911 (BS)";"evenement"
40;"02/07/1909 (BS)";"evenement"
131;"02/03/1912 (BS)";"evenement"
11;"14/02/1907 (WM)";"evenement"
40;"02/07/1909 (BS)";"evenement"
96;"22/11/1910 (BS)";"evenement"
10;"14/02/1907 (BS)";"evenement"
21;"12/02/1908 (WM)";"evenement"
21;"12/02/1908 (WM)";"evenement"
137;"05/03/1912 (MARLBORO)";"evenement"
96;"22/11/1910 (BS)";"evenement"
52;"31/07/1909 (EXETER)";"evenement"
25;"01/07/1908 (BS)";"evenement"
10;"14/02/1907 (BS)";"evenement"
40;"02/07/1909 (BS)";"evenement"
20;"31/01/1908 (WM)";"evenement"
117;"24/11/1911 (BS)";"evenement"
305;"15/11/1913 (CCC)";"evenement"
249;"22/05/1913 (CAMBRIDGE)";"evenement"
117;"24/11/1911 (BS)";"evenement"
10;"14/02/1907 (BS)";"evenement"
263;"26/06/1913 (NEWPORT)";"evenement"
41;"09/07/1909 (BS)";"evenement"
299;"15/10/1913 (BS)";"evenement"
2;"21/06/1906 (MARYLE)";"evenement"
320;"11/02/1914 (WLDN)";"evenement"
40;"02/07/1909 (BS)";"evenement"
10;"14/02/1907 (BS)";"evenement"
20;"31/01/1908 (WM)";"evenement"
11;"14/02/1907 (WM)";"evenement"
148;"12/03/1912 (BS)";"evenement"
249;"22/05/1913 (CAMBRIDGE)";"evenement"
10;"14/02/1907 (BS)";"evenement"
11;"14/02/1907 (WM)";"evenement"
140;"05/03/1912 (WM)";"evenement"
146;"09/03/1912 (BS)";"evenement"
20;"31/01/1908 (WM)";"evenement"
205;"18/02/1913 (MARLBORO)";"evenement"
41;"09/07/1909 (BS)";"evenement"
40;"02/07/1909 (BS)";"evenement"
20;"31/01/1908 (WM)";"evenement"
119;"28/11/1911 (BS)";"evenement"
25;"01/07/1908 (BS)";"evenement"
192;"28/01/1913 (BS)";"evenement"
29;"26/10/1908 (MARLBORO)";"evenement"
94;"24/10/1910 (GUILDHALL)";"evenement"
117;"24/11/1911 (BS)";"evenement"
40;"02/07/1909 (BS)";"evenement"
249;"22/05/1913 (CAMBRIDGE)";"evenement"
140;"05/03/1912 (WM)";"evenement"
96;"22/11/1910 (BS)";"evenement"
34;"19/02/1909 (BS)";"evenement"
25;"01/07/1908 (BS)";"evenement"
301;"21/10/1913 (LS)";"evenement"
11;"14/02/1907 (WM)";"evenement"
138;"05/03/1912 (MARYLE)";"evenement"
96;"22/11/1910 (BS)";"evenement"
69;"09/10/1909 (NEWCASTLE)";"evenement"
225;"23/03/1913 (BS)";"evenement"
287;"09/08/1913 (BS)";"evenement"
192;"28/01/1913 (BS)";"evenement"
118;"27/11/1911 (BS)";"evenement"
11;"14/02/1907 (WM)";"evenement"
40;"02/07/1909 (BS)";"evenement"
25;"01/07/1908 (BS)";"evenement"
145;"07/03/1912 (WLDN)";"evenement"
25;"01/07/1908 (BS)";"evenement"
113;"21/11/1911 (BS)";"evenement"
148;"12/03/1912 (BS)";"evenement"
113;"21/11/1911 (BS)";"evenement"
368;"03/06/1914 (MARLBORO)";"evenement"
145;"07/03/1912 (WLDN)";"evenement"
13;"14/12/1907 (WM)";"evenement"
231;"08/04/1913 (CCC)";"evenement"
131;"02/03/1912 (BS)";"evenement"
29;"26/10/1908 (MARLBORO)";"evenement"
94;"24/10/1910 (GUILDHALL)";"evenement"
117;"24/11/1911 (BS)";"evenement"
10;"14/02/1907 (BS)";"evenement"
10;"14/02/1907 (BS)";"evenement"
92;"22/01/1910 (LIVERPOOL)";"evenement"
125;"14/12/1911 (BS)";"evenement"
7;"13/12/1906 (BS)";"evenement"
327;"28/02/1914 (OLDST)";"evenement"
20;"31/01/1908 (WM)";"evenement"
41;"09/07/1909 (BS)";"evenement"
130;"22/02/1912 (BS)";"evenement"
96;"22/11/1910 (BS)";"evenement"
262;"25/06/1913 (BRISTOL)";"evenement"
118;"27/11/1911 (BS)";"evenement"
192;"28/01/1913 (BS)";"evenement"
278;"28/07/1913 (BROMLEY)";"evenement"
96;"22/11/1910 (BS)";"evenement"
26;"01/07/1908 (WM)";"evenement"
287;"09/08/1913 (BS)";"evenement"
14;"17/12/1907 (BS)";"evenement"
33;"18/02/1909 (WM)";"evenement"
134;"04/03/1912 (WM)";"evenement"
97;"24/11/1910 (BS)";"evenement"
40;"02/07/1909 (BS)";"evenement"
25;"01/07/1908 (BS)";"evenement"
40;"02/07/1909 (BS)";"evenement"
131;"02/03/1912 (BS)";"evenement"
40;"02/07/1909 (BS)";"evenement"
220;"14/03/1913 (WM)";"evenement"
29;"26/10/1908 (MARLBORO)";"evenement"
145;"07/03/1912 (WLDN)";"evenement"
40;"02/07/1909 (BS)";"evenement"
119;"28/11/1911 (BS)";"evenement"
116;"23/11/1911 (BS)";"evenement"
324;"23/02/1914 (WM)";"evenement"
134;"04/03/1912 (WM)";"evenement"
20;"31/01/1908 (WM)";"evenement"
40;"02/07/1909 (BS)";"evenement"
3;"04/07/1906 (MARYLE)";"evenement"
147;"11/03/1912 (BS)";"evenement"
199;"05/02/1913 (CCC)";"evenement"
287;"09/08/1913 (BS)";"evenement"
11;"14/02/1907 (WM)";"evenement"
113;"21/11/1911 (BS)";"evenement"
11;"14/02/1907 (WM)";"evenement"
12;"21/03/1907 (WM)";"evenement"
142;"06/03/1912 (MARYLE)";"evenement"
3;"04/07/1906 (MARYLE)";"evenement"
11;"14/02/1907 (WM)";"evenement"
319;"11/02/1914 (BS)";"evenement"
137;"05/03/1912 (MARLBORO)";"evenement"
119;"28/11/1911 (BS)";"evenement"
172;"02/08/1912 (BS)";"evenement"
77;"19/11/1909 (BS)";"evenement"
94;"24/10/1910 (GUILDHALL)";"evenement"
278;"28/07/1913 (BROMLEY)";"evenement"
133;"04/03/1912 (WLDN)";"evenement"
11;"14/02/1907 (WM)";"evenement"
110;"30/09/1911 (BS)";"evenement"
140;"05/03/1912 (WM)";"evenement"
11;"14/02/1907 (WM)";"evenement"
25;"01/07/1908 (BS)";"evenement"
287;"09/08/1913 (BS)";"evenement"
117;"24/11/1911 (BS)";"evenement"
145;"07/03/1912 (WLDN)";"evenement"
145;"07/03/1912 (WLDN)";"evenement"
305;"15/11/1913 (CCC)";"evenement"
120;"29/11/1911 (BS)";"evenement"
40;"02/07/1909 (BS)";"evenement"
137;"05/03/1912 (MARLBORO)";"evenement"
323;"21/02/1914 (SURREY)";"evenement"
325;"25/02/1914 (BS)";"evenement"
24;"25/02/1908 (BS)";"evenement"
11;"14/02/1907 (WM)";"evenement"
192;"28/01/1913 (BS)";"evenement"
10;"14/02/1907 (BS)";"evenement"
30;"29/10/1908 (WM)";"evenement"
366;"03/06/1914 (BS)";"evenement"
25;"01/07/1908 (BS)";"evenement"
358;"23/05/1914 (MARYLE)";"evenement"
20;"31/01/1908 (WM)";"evenement"
26;"01/07/1908 (WM)";"evenement"
350;"15/05/1914 (WM)";"evenement"
25;"01/07/1908 (BS)";"evenement"
11;"14/02/1907 (WM)";"evenement"
57;"20/08/1909 (BS)";"evenement"
345;"04/05/1914 (MARLBORO)";"evenement"
40;"02/07/1909 (BS)";"evenement"
215;"09/03/1913 (BS)";"evenement"
118;"27/11/1911 (BS)";"evenement"
278;"28/07/1913 (BROMLEY)";"evenement"
3;"04/07/1906 (MARYLE)";"evenement"
130;"22/02/1912 (BS)";"evenement"
278;"28/07/1913 (BROMLEY)";"evenement"
40;"02/07/1909 (BS)";"evenement"
26;"01/07/1908 (WM)";"evenement"
94;"24/10/1910 (GUILDHALL)";"evenement"
26;"01/07/1908 (WM)";"evenement"
17;"30/01/1908 (MARYLE)";"evenement"
192;"28/01/1913 (BS)";"evenement"
118;"27/11/1911 (BS)";"evenement"
11;"14/02/1907 (WM)";"evenement"
334;"17/03/1914 (BS)";"evenement"
120;"29/11/1911 (BS)";"evenement"
34;"19/02/1909 (BS)";"evenement"
287;"09/08/1913 (BS)";"evenement"
96;"22/11/1910 (BS)";"evenement"
33;"18/02/1909 (WM)";"evenement"
40;"02/07/1909 (BS)";"evenement"
11;"14/02/1907 (WM)";"evenement"
11;"14/02/1907 (WM)";"evenement"
25;"01/07/1908 (BS)";"evenement"
327;"28/02/1914 (OLDST)";"evenement"
115;"22/11/1911 (MANSIONHOUSE)";"evenement"
33;"18/02/1909 (WM)";"evenement"
15;"29/01/1908 (WM)";"evenement"
365;"28/05/1914 (BS)";"evenement"
11;"14/02/1907 (WM)";"evenement"
40;"02/07/1909 (BS)";"evenement"
140;"05/03/1912 (WM)";"evenement"
263;"26/06/1913 (NEWPORT)";"evenement"
40;"02/07/1909 (BS)";"evenement"
293;"03/10/1913 (BRADFORD)";"evenement"
287;"09/08/1913 (BS)";"evenement"
96;"22/11/1910 (BS)";"evenement"
133;"04/03/1912 (WLDN)";"evenement"
332;"12/03/1914 (LS)";"evenement"
20;"31/01/1908 (WM)";"evenement"
26;"01/07/1908 (WM)";"evenement"
37;"31/03/1909 (BS)";"evenement"
138;"05/03/1912 (MARYLE)";"evenement"
154;"19/03/1912 (CCC)";"evenement"
116;"23/11/1911 (BS)";"evenement"
117;"24/11/1911 (BS)";"evenement"
118;"27/11/1911 (BS)";"evenement"
119;"28/11/1911 (BS)";"evenement"
8;"14/12/1906 (WM)";"evenement"
34;"19/02/1909 (BS)";"evenement"
145;"07/03/1912 (WLDN)";"evenement"
77;"19/11/1909 (BS)";"evenement"
147;"11/03/1912 (BS)";"evenement"
11;"14/02/1907 (WM)";"evenement"
34;"19/02/1909 (BS)";"evenement"
40;"02/07/1909 (BS)";"evenement"
250;"27/05/1913 (CCC)";"evenement"
40;"02/07/1909 (BS)";"evenement"
287;"09/08/1913 (BS)";"evenement"
20;"31/01/1908 (WM)";"evenement"
34;"19/02/1909 (BS)";"evenement"
340;"31/03/1914 (BS)";"evenement"
327;"28/02/1914 (OLDST)";"evenement"
11;"14/02/1907 (WM)";"evenement"
350;"15/05/1914 (WM)";"evenement"
278;"28/07/1913 (BROMLEY)";"evenement"
11;"14/02/1907 (WM)";"evenement"
130;"22/02/1912 (BS)";"evenement"
335;"23/03/1914 (BS)";"evenement"
145;"07/03/1912 (WLDN)";"evenement"
17;"30/01/1908 (MARYLE)";"evenement"
33;"18/02/1909 (WM)";"evenement"
119;"28/11/1911 (BS)";"evenement"
11;"14/02/1907 (WM)";"evenement"
20;"31/01/1908 (WM)";"evenement"
97;"24/11/1910 (BS)";"evenement"
94;"24/10/1910 (GUILDHALL)";"evenement"
147;"11/03/1912 (BS)";"evenement"
19;"31/01/1908 (BS)";"evenement"
30;"29/10/1908 (WM)";"evenement"
32;"12/02/1909 (BS)";"evenement"
11;"14/02/1907 (WM)";"evenement"
40;"02/07/1909 (BS)";"evenement"
33;"18/02/1909 (WM)";"evenement"
11;"14/02/1907 (WM)";"evenement"
96;"22/11/1910 (BS)";"evenement"
46;"22/07/1909 (BRADFORD)";"evenement"
142;"06/03/1912 (MARYLE)";"evenement"
192;"28/01/1913 (BS)";"evenement"
36;"26/02/1909 (BS)";"evenement"
256;"10/06/1913 (RICHMOND)";"evenement"
46;"22/07/1909 (BRADFORD)";"evenement"
32;"12/02/1909 (BS)";"evenement"
247;"06/05/1913 (MARYLE)";"evenement"
306;"17/11/1913 (BS)";"evenement"
136;"05/03/1912 (MANSIONHOUSE)";"evenement"
43;"14/07/1909 (BLACKBURN)";"evenement"
94;"24/10/1910 (GUILDHALL)";"evenement"
114;"22/11/1911 (BS)";"evenement"
323;"21/02/1914 (SURREY)";"evenement"
372;"13/06/1914 (NLDN)";"evenement"
11;"14/02/1907 (WM)";"evenement"
67;"05/10/1909 (BS)";"evenement"
275;"21/07/1913 (BROMLEY)";"evenement"
21;"12/02/1908 (WM)";"evenement"
318;"28/01/1914 (BS)";"evenement"
134;"04/03/1912 (WM)";"evenement"
7;"13/12/1906 (BS)";"evenement"
96;"22/11/1910 (BS)";"evenement"
41;"09/07/1909 (BS)";"evenement"
40;"02/07/1909 (BS)";"evenement"
191;"09/01/1913 (CCC)";"evenement"
130;"22/02/1912 (BS)";"evenement"
298;"14/10/1913 (CAMBRIDGE)";"evenement"
365;"28/05/1914 (BS)";"evenement"
40;"02/07/1909 (BS)";"evenement"
40;"02/07/1909 (BS)";"evenement"
350;"15/05/1914 (WM)";"evenement"
26;"01/07/1908 (WM)";"evenement"
192;"28/01/1913 (BS)";"evenement"
28;"22/10/1908 (BS)";"evenement"
11;"14/02/1907 (WM)";"evenement"
215;"09/03/1913 (BS)";"evenement"
387;"15/07/1914 (MARLBORO)";"evenement"
36;"26/02/1909 (BS)";"evenement"
11;"14/02/1907 (WM)";"evenement"
241;"24/04/1913 (MARLBORO)";"evenement"
191;"09/01/1913 (CCC)";"evenement"
318;"28/01/1914 (BS)";"evenement"
11;"14/02/1907 (WM)";"evenement"
335;"23/03/1914 (BS)";"evenement"
94;"24/10/1910 (GUILDHALL)";"evenement"
350;"15/05/1914 (WM)";"evenement"
276;"22/07/1913 (BIRMINGHAM)";"evenement"
197;"04/02/1913 (CCC)";"evenement"
40;"02/07/1909 (BS)";"evenement"
145;"07/03/1912 (WLDN)";"evenement"
385;"13/07/1914 (WM)";"evenement"
387;"15/07/1914 (MARLBORO)";"evenement"
34;"19/02/1909 (BS)";"evenement"
299;"15/10/1913 (BS)";"evenement"
94;"24/10/1910 (GUILDHALL)";"evenement"
94;"24/10/1910 (GUILDHALL)";"evenement"
145;"07/03/1912 (WLDN)";"evenement"
2;"21/06/1906 (MARYLE)";"evenement"
29;"26/10/1908 (MARLBORO)";"evenement"
40;"02/07/1909 (BS)";"evenement"
40;"02/07/1909 (BS)";"evenement"
33;"18/02/1909 (WM)";"evenement"
8;"14/12/1906 (WM)";"evenement"
117;"24/11/1911 (BS)";"evenement"
332;"12/03/1914 (LS)";"evenement"
97;"24/11/1910 (BS)";"evenement"
96;"22/11/1910 (BS)";"evenement"
332;"12/03/1914 (LS)";"evenement"
356;"23/05/1914 (BS)";"evenement"
10;"14/02/1907 (BS)";"evenement"
10;"14/02/1907 (BS)";"evenement"
96;"22/11/1910 (BS)";"evenement"
117;"24/11/1911 (BS)";"evenement"
123;"12/12/1911 (LS)";"evenement"
118;"27/11/1911 (BS)";"evenement"
241;"24/04/1913 (MARLBORO)";"evenement"
335;"23/03/1914 (BS)";"evenement"
311;"28/11/1913 (LEEDS)";"evenement"
327;"28/02/1914 (OLDST)";"evenement"
117;"24/11/1911 (BS)";"evenement"
118;"27/11/1911 (BS)";"evenement"
40;"02/07/1909 (BS)";"evenement"
145;"07/03/1912 (WLDN)";"evenement"
40;"02/07/1909 (BS)";"evenement"
145;"07/03/1912 (WLDN)";"evenement"
9;"18/12/1906 (WM)";"evenement"
102;"18/12/1910 (WM)";"evenement"
26;"01/07/1908 (WM)";"evenement"
356;"23/05/1914 (BS)";"evenement"
20;"31/01/1908 (WM)";"evenement"
117;"24/11/1911 (BS)";"evenement"
11;"14/02/1907 (WM)";"evenement"
134;"04/03/1912 (WM)";"evenement"
192;"28/01/1913 (BS)";"evenement"
324;"23/02/1914 (WM)";"evenement"
118;"27/11/1911 (BS)";"evenement"
10;"14/02/1907 (BS)";"evenement"
209;"26/02/1913 (EPSOM)";"evenement"
145;"07/03/1912 (WLDN)";"evenement"
29;"26/10/1908 (MARLBORO)";"evenement"
20;"31/01/1908 (WM)";"evenement"
145;"07/03/1912 (WLDN)";"evenement"
34;"19/02/1909 (BS)";"evenement"
11;"14/02/1907 (WM)";"evenement"
25;"01/07/1908 (BS)";"evenement"
11;"14/02/1907 (WM)";"evenement"
40;"02/07/1909 (BS)";"evenement"
130;"22/02/1912 (BS)";"evenement"
40;"02/07/1909 (BS)";"evenement"
40;"02/07/1909 (BS)";"evenement"
117;"24/11/1911 (BS)";"evenement"
